AgeConducteur,SexeConducteur,BonusMalus,FrequencePaiement,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
75.0,M,52.0,Half-yearly,15.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Headquarters,227.0
34.0,M,51.0,Half-yearly,13.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,213.7
34.0,M,56.99999999999999,Quarterly,6.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,509.9
29.0,M,68.0,Monthly,1.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Paris area,859.4
26.0,M,85.0,Half-yearly,9.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Paris area,654.1
30.0,M,56.99999999999999,Annual,4.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,342.8
26.0,M,76.0,Half-yearly,7.0,Cheap,P10,Diesel,Private+trip to office,Street,Center,490.9
27.0,M,76.0,Annual,11.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,355.2
23.0,F,95.0,Half-yearly,6.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,532.8
58.0,M,112.0,Half-yearly,14.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,570.6
39.0,M,80.0,Quarterly,7.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,507.7
54.0,M,50.0,Half-yearly,3.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,606.9
25.0,F,76.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,292.0
72.0,M,50.0,Half-yearly,19.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,174.7
43.0,M,50.0,Half-yearly,13.0,Cheap,P9,Regular,Private+trip to office,Street,Headquarters,199.6
35.0,F,60.0,Half-yearly,2.0,Medium,P15,Diesel,Private+trip to office,Closed zbox,Center,802.4
28.0,M,72.0,Quarterly,11.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,366.0
43.0,F,50.0,Annual,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,219.9
35.0,M,64.0,Half-yearly,7.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,612.7
53.0,M,57.99999999999999,Annual,4.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,298.1
32.0,M,56.99999999999999,Half-yearly,4.0,Medium,P13,Regular,Private+trip to office,Opened collective parking,Headquarters,829.5
29.0,F,64.0,Half-yearly,12.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,415.4
26.0,M,72.0,Half-yearly,17.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,311.1
48.0,M,50.0,Annual,5.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Paris area,514.7
25.0,M,72.0,Half-yearly,11.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,210.6
51.0,M,50.0,Annual,2.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,349.0
48.0,M,50.0,Half-yearly,16.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,249.2
44.0,M,56.99999999999999,Half-yearly,16.0,Cheap,P7,Regular,Private+trip to office,Closed collective parking,Center,145.4
47.0,M,50.0,Annual,15.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,254.6
23.0,F,85.0,Half-yearly,5.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Center,468.7
50.0,F,50.0,Half-yearly,9.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,156.8
61.0,M,50.0,Annual,7.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,South West,474.6
49.0,M,95.0,Half-yearly,11.0,Cheap,P13,Regular,Private+trip to office,Street,Center,404.5
53.0,M,52.0,Half-yearly,8.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,624.8
25.0,F,72.0,Half-yearly,13.0,Cheap,P7,Regular,Private+trip to office,Opened collective parking,South West,183.7
62.0,F,50.0,Annual,1.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,603.6
30.0,M,80.0,Annual,14.0,Cheap,P10,Diesel,Private+trip to office,Street,Center,275.7
24.0,M,90.0,Quarterly,2.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,858.8
26.0,M,64.0,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,229.4
32.0,M,64.0,Annual,14.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,145.6
36.0,M,50.0,Half-yearly,7.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,274.2
45.0,F,57.99999999999999,Half-yearly,11.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,201.9
54.0,M,54.0,Half-yearly,8.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,497.1
39.0,F,50.0,Half-yearly,4.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,421.9
53.0,M,50.0,Half-yearly,1.0,Medium low,P13,Regular,Private+trip to office,Opened collective parking,Headquarters,835.0
49.0,M,50.0,Half-yearly,9.0,Medium,P14,Diesel,Private+trip to office,Closed zbox,Center,291.8
33.0,F,50.0,Half-yearly,6.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,291.0
43.0,F,62.0,Half-yearly,2.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,South West,667.9
48.0,M,55.00000000000001,Quarterly,5.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Center,138.5
32.0,M,68.0,Annual,13.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,259.6
54.0,M,50.0,Half-yearly,4.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Center,548.2
58.0,M,50.0,Annual,7.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,258.9
37.0,M,50.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,South West,215.5
31.0,M,64.0,Annual,4.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,547.8
42.0,M,50.0,Annual,10.0,Medium,P13,Regular,Private+trip to office,Closed collective parking,Headquarters,367.0
36.0,M,54.0,Annual,7.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,445.2
33.0,F,56.99999999999999,Half-yearly,11.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,South West,223.0
34.0,F,72.0,Half-yearly,7.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,340.5
53.0,M,50.0,Annual,13.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,199.9
58.0,M,50.0,Half-yearly,5.0,Cheap,P10,Diesel,Private+trip to office,Street,Center,355.6
37.0,M,50.0,Annual,3.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,354.0
34.0,F,52.0,Half-yearly,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,490.4
41.0,M,60.0,Quarterly,1.0,Cheap,P11,Diesel,Professional,Opened collective parking,Center,630.1
25.0,M,112.0,Quarterly,5.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,498.8
50.0,M,50.0,Monthly,14.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,227.9
44.0,M,50.0,Half-yearly,2.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,476.6
33.0,F,56.99999999999999,Annual,11.0,Cheap,P10,Regular,Private+trip to office,Street,Center,310.8
34.0,M,54.0,Annual,7.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,478.9
25.0,F,85.0,Monthly,5.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,579.0
47.0,M,54.0,Annual,12.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,Center,166.8
37.0,F,50.0,Annual,20.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,132.3
46.0,M,85.0,Annual,14.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,251.5
28.0,M,60.0,Half-yearly,5.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,482.8
36.0,M,50.0,Annual,4.0,Medium,P13,Diesel,Professional,Opened collective parking,Center,568.6
54.0,F,50.0,Half-yearly,8.0,Medium,P14,Diesel,Private+trip to office,Closed collective parking,Headquarters,515.5
40.0,M,72.0,Half-yearly,19.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,Paris area,308.0
32.0,M,60.0,Quarterly,14.0,Cheap,P12,Regular,Professional,Closed collective parking,Paris area,346.6
59.0,M,51.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,316.4
44.0,M,90.0,Half-yearly,4.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,635.4
27.0,F,64.0,Half-yearly,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,312.4
49.0,F,50.0,Half-yearly,10.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,244.1
35.0,M,54.0,Half-yearly,5.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,466.5
53.0,M,62.0,Annual,3.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,421.6
52.0,M,50.0,Half-yearly,3.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,394.6
67.0,M,50.0,Annual,2.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,222.2
35.0,M,50.0,Annual,11.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,South West,184.9
38.0,F,50.0,Annual,4.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,437.2
35.0,M,80.0,Half-yearly,5.0,Cheap,P12,Regular,Private+trip to office,Street,South West,421.2
32.0,F,85.0,Quarterly,3.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Center,1072.3
46.0,M,50.0,Quarterly,11.0,Cheap,P9,Regular,Private+trip to office,Street,Center,240.3
42.0,M,60.0,Annual,4.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,508.3
40.0,F,56.00000000000001,Annual,8.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Headquarters,299.5
29.0,F,72.0,Annual,9.0,Cheap,P9,Regular,Private+trip to office,Street,South West,461.7
43.0,F,68.0,Half-yearly,9.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,226.4
55.0,M,50.0,Half-yearly,1.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,Headquarters,807.2
65.0,M,50.0,Annual,14.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,244.3
33.0,M,54.0,Half-yearly,0.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,South West,516.6
54.0,M,50.0,Half-yearly,6.0,Medium,P15,Diesel,Private+trip to office,Closed zbox,Paris area,498.6
60.0,M,50.0,Annual,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,305.2
31.0,F,50.0,Annual,4.0,Expensive,P16,Regular,Private+trip to office,Opened collective parking,Center,940.3
35.0,F,64.0,Monthly,3.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,319.2
41.0,M,76.0,Annual,3.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,586.1
29.0,M,72.0,Half-yearly,4.0,Cheap,P10,Diesel,Private+trip to office,Opened collective parking,Center,734.3
61.0,M,50.0,Half-yearly,3.0,Cheap,P9,Diesel,Private+trip to office,Closed collective parking,Center,235.1
33.0,M,76.0,Half-yearly,6.0,Cheap,P11,Diesel,Professional,Opened collective parking,South West,519.2
34.0,F,100.0,Half-yearly,4.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,623.2
32.0,M,63.0,Half-yearly,0.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,600.2
28.0,M,59.0,Half-yearly,7.0,Medium high,P16,Regular,Private+trip to office,Closed zbox,Center,999.2
41.0,F,50.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,227.0
44.0,F,50.0,Annual,12.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,186.9
36.0,M,51.0,Annual,3.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,Paris area,423.1
29.0,F,80.0,Quarterly,6.0,Cheap,P12,Regular,Private+trip to office,Street,Center,575.8
29.0,M,64.0,Half-yearly,6.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Center,651.1
28.0,M,76.0,Quarterly,7.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,405.7
52.0,M,50.0,Half-yearly,9.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Center,372.9
30.0,F,72.0,Half-yearly,14.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,179.0
69.0,M,50.0,Half-yearly,6.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,346.4
29.0,M,56.99999999999999,Half-yearly,7.0,Medium,P14,Regular,Private+trip to office,Closed collective parking,Headquarters,778.1
38.0,F,50.0,Half-yearly,12.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,217.8
28.0,M,72.0,Quarterly,4.0,Cheap,P11,Regular,Private+trip to office,Street,Center,395.5
48.0,M,80.0,Quarterly,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,246.8
52.0,F,50.0,Annual,15.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,135.8
36.0,M,64.0,Annual,4.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Center,787.0
28.0,M,95.0,Half-yearly,10.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,488.4
39.0,M,50.0,Annual,7.0,Cheap,P9,Regular,Professional,Opened collective parking,Headquarters,423.4
56.0,M,50.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,210.1
60.0,M,50.0,Annual,12.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,191.7
30.0,M,51.0,Annual,3.0,Medium low,P15,Diesel,Professional,Opened collective parking,Center,689.8
28.0,M,52.0,Annual,7.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,180.8
39.0,F,80.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Paris area,405.0
24.0,F,80.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,283.2
42.0,M,54.0,Monthly,1.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,438.4
51.0,M,50.0,Annual,15.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,Center,290.8
45.0,F,50.0,Half-yearly,6.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,248.3
49.0,M,50.0,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,286.6
37.0,M,80.0,Monthly,8.0,Cheap,P12,Regular,Private+trip to office,Street,Paris area,822.0
42.0,M,50.0,Annual,24.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,Paris area,127.2
38.0,M,90.0,Half-yearly,12.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,365.3
32.0,M,90.0,Quarterly,10.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Center,447.8
24.0,M,100.0,Quarterly,3.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Paris area,637.9
39.0,M,50.0,Annual,13.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,161.4
33.0,M,77.0,Half-yearly,24.0,Medium low,P12,Diesel,Private+trip to office,Opened collective parking,South West,379.7
51.0,M,52.0,Annual,7.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,Center,580.4
49.0,M,50.0,Half-yearly,12.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,161.6
48.0,M,50.0,Annual,10.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,165.2
54.0,M,50.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Headquarters,169.9
29.0,F,56.99999999999999,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,596.0
46.0,M,80.0,Half-yearly,5.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,652.5
32.0,M,56.00000000000001,Half-yearly,4.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Center,508.6
52.0,M,50.0,Half-yearly,2.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,308.6
36.0,M,50.0,Annual,13.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,184.4
50.0,F,50.0,Annual,1.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,205.7
32.0,M,68.0,Quarterly,3.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Paris area,351.8
60.0,M,54.0,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,385.7
39.0,M,50.0,Annual,11.0,Cheap,P5,Regular,Private+trip to office,Opened collective parking,Center,110.7
29.0,M,55.00000000000001,Annual,0.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,356.0
54.0,M,50.0,Annual,9.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,South West,319.5
73.0,M,59.0,Half-yearly,4.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,446.4
50.0,M,50.0,Annual,9.0,Medium,P14,Diesel,Professional,Street,Center,611.7
28.0,F,66.0,Annual,11.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,149.1
50.0,M,72.0,Half-yearly,9.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,386.5
33.0,F,60.0,Quarterly,4.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,518.1
35.0,M,57.99999999999999,Annual,0.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Paris area,388.1
83.0,M,62.0,Annual,9.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,227.2
24.0,F,106.0,Monthly,6.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,553.8
20.0,F,90.0,Half-yearly,19.0,Cheap,P9,Regular,Private+trip to office,Street,Center,408.7
46.0,M,50.0,Annual,3.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,271.9
38.0,F,50.0,Half-yearly,1.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,412.2
34.0,M,60.0,Half-yearly,6.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,506.2
65.0,M,50.0,Annual,6.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,317.9
37.0,F,60.0,Half-yearly,12.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,197.6
34.0,F,57.99999999999999,Annual,4.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Headquarters,633.3
48.0,M,54.0,Annual,13.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,135.4
35.0,M,90.0,Quarterly,10.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,498.9
53.0,M,50.0,Half-yearly,10.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,234.3
29.0,F,72.0,Quarterly,8.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Center,525.1
27.0,F,60.0,Half-yearly,10.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,283.9
26.0,F,95.0,Half-yearly,6.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Headquarters,1085.8
30.0,M,55.00000000000001,Annual,14.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,208.9
29.0,M,90.0,Half-yearly,9.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,South West,528.4
42.0,M,54.0,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,588.1
45.0,F,50.0,Annual,8.0,Medium high,P15,Diesel,Professional,Closed zbox,Center,757.0
24.0,F,72.0,Annual,4.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,431.8
52.0,M,50.0,Annual,1.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,449.9
34.0,M,68.0,Annual,9.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,365.8
35.0,F,90.0,Half-yearly,3.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,South West,577.0
31.0,M,67.0,Half-yearly,10.0,Cheap,P11,Regular,Private+trip to office,Street,Headquarters,350.9
25.0,M,85.0,Quarterly,4.0,Medium,P13,Regular,Private+trip to office,Closed collective parking,Paris area,1034.6
60.0,M,80.0,Half-yearly,9.0,Cheap,P9,Diesel,Private+trip to office,Closed collective parking,Center,229.7
25.0,M,85.0,Half-yearly,9.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,318.2
30.0,M,85.0,Half-yearly,9.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Headquarters,449.7
32.0,M,60.0,Quarterly,2.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Paris area,751.2
37.0,F,85.0,Half-yearly,12.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,292.5
48.0,F,72.0,Half-yearly,12.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,407.8
29.0,F,64.0,Half-yearly,8.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,329.4
29.0,M,54.0,Half-yearly,6.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,486.1
67.0,F,50.0,Half-yearly,0.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,South West,155.8
